TOKEN	NER	de_core_news_sm--03-26-06-08-38	/content/drive/MyDrive/NLP_Project_New/models/sermons_60it--03-26-06-15-17	dbmdz/bert-base-german-cased--03-26-06-43-39	/content/drive/MyDrive/NLP_Project_New/models/bert_base_german_cased_finetuned_3ep--03-26-07-51-24	dbmdz/flair-historic-ner-onb--03-26-08-44-50	dbmdz/flair-historic-ner-onb_finetuned_3ep_2e-5--03-26-09-37-54
dem	O	O	O	B-PER	O	O	O
es	O	O	O	O	O	O	O
nach	O	O	O	O	O	O	O
Wunsch	O	O	O	B-LOC	O	O	O
allenthalben	O	O	O	O	O	O	O
gehet	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
noch	O	O	O	B-LOC	O	O	O
wohl	O	O	O	O	O	O	O
bröseln	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
kleiben	O	O	O	B-LOC	O	O	O
mag	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
f	O	O	O	B-LOC	O	O	O
503	O	O	O	O	O	O	O
das	O	O	O	B-PER	O	O	O
bekandte	O	O	O	B-LOC	O	O	O
Wort	O	O	O	O	O	O	O
Orgeln	O	O	O	O	O	O	O
gesetzet	O	O	O	B-PER	O	O	O
;	O	O	O	O	O	O	O
Maurice	B-PER	B-PER	O	B-LOC	B-PER	B-PER	B-PER
aber	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Meintzische	O	O	O	O	O	O	O
Bibel	O	O	O	O	O	O	O
das	O	O	O	B-PER	O	O	O
Wort	O	O	O	B-LOC	O	O	O
Pfeiffen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Allermassen	O	O	O	B-LOC	O	O	O
sie	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
sich	O	O	O	B-PER	O	O	O
von	O	O	O	B-LOC	O	O	O
aller	O	O	O	O	O	O	O
Befleckung	O	O	O	O	O	O	O
des	O	O	O	B-PER	O	O	O
Fleisches	O	B-LOC	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
des	O	O	O	O	O	O	O
Geistes	O	O	O	B-LOC	O	O	O
zu	O	O	O	O	O	O	O
reinigen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Heiligung	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
ohne	O	O	O	B-PER	O	O	O
welche	O	O	O	B-LOC	O	O	O
niemand	O	O	O	O	O	O	O
wird	O	O	O	B-PER	O	O	O
den	O	O	O	B-LOC	O	O	O
Herrn	O	O	O	O	O	O	O
sehen	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
in	O	O	O	B-PER	O	O	O
der	O	O	O	O	O	O	O
Furcht	O	O	O	O	O	O	O
Gottes	O	O	O	B-LOC	O	O	O
fortzufahren	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
sich	O	O	O	O	O	O	O
äusserst	O	O	O	B-PER	O	O	O
bestrebten	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
Jn	O	B-PER	O	B-PER	O	O	O
manchem	O	I-PER	O	O	O	O	O
Hauß	O	I-PER	O	B-LOC	O	O	O
schilt	O	O	O	B-PER	O	O	O
der	O	O	O	O	O	O	O
Vatter	O	O	O	B-LOC	O	O	O
es	O	O	O	B-PER	O	O	O
schilt	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
Mutter	O	O	O	O	O	O	O
es	O	O	O	B-PER	O	O	O
schilt	O	O	O	O	O	O	O
Sohn	O	B-PER	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Tochter	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
gieng	O	B-LOC	O	O	O	O	O
noch	O	O	O	B-LOC	O	O	O
hin	O	O	O	O	O	O	O
aber	O	O	O	B-PER	O	O	O
wanns	O	B-LOC	O	B-LOC	O	O	O
heisst	O	O	O	B-PER	O	O	O
:	O	O	O	O	O	O	O
							
Zehenden	O	O	O	B-LOC	O	O	O
Tom	O	O	O	O	O	O	O
I	O	O	O	O	O	O	O
p	O	O	O	O	O	O	O
579	O	O	O	O	O	O	O
seq	O	O	O	O	O	O	O
dafür	O	O	O	O	O	O	O
halten	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
Karla	B-PER	B-LOC	O	B-LOC	B-PER	B-PER	B-PER
der	O	O	O	B-PER	O	O	O
erste	O	O	O	B-LOC	O	O	O
gewesen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Kirchen	O	O	O	O	O	O	O
Music	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
Orgeln	O	O	O	B-PER	O	O	O
in	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
Kirchen	O	O	O	B-PER	O	O	O
gebracht	O	O	O	O	O	O	O
haben	O	O	O	O	O	O	O
soll	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
wiewohl	O	O	O	O	O	O	O
andere	O	O	O	O	O	O	O
der	O	O	O	B-PER	O	O	O
Meinung	O	O	O	O	O	O	O
sind	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
vermuthlich	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Orgeln	O	O	O	O	O	O	O
viel	O	O	O	B-PER	O	O	O
älter	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
länger	O	O	O	O	O	O	O
als	O	O	O	O	O	O	O
zu	O	O	O	B-LOC	O	O	O
Arndt	B-PER	B-PER	O	O	B-PER	O	O
Zeiten	O	O	O	B-PER	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Kirche	O	O	O	O	O	O	O
gebrauchet	O	O	O	O	O	O	O
worden	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
er	O	O	O	B-PER	O	O	O
sie	O	O	O	B-LOC	O	O	O
nur	O	O	O	O	O	O	O
approbiret	O	B-PER	O	O	O	O	O
und	O	O	O	O	O	O	O
bestätiget	O	B-PER	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
Der	O	O	O	B-PER	O	O	O
alte	O	O	O	B-LOC	O	O	O
Lehrer	O	O	O	O	O	O	O
Hans-Michael	B-PER	O	O	O	B-PER	B-PER	B-PER
da	O	O	O	O	O	O	O
er	O	O	O	O	O	O	O
erzehlet	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
vnderschid	O	O	O	O	O	O	O
inter	O	O	O	B-PER	O	O	O
Psalmum	O	B-LOC	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
oden	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
hymnum	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
setzt	O	O	O	O	O	O	O
er	O	O	O	B-PER	O	O	O
diese	O	O	O	B-LOC	O	O	O
Wort	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Was	O	O	O	B-LOC	O	O	O
wüntschet	O	O	O	O	O	O	O
ihr	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Seel	O	O	O	O	O	O	O
darfür	O	O	O	B-PER	O	O	O
Die	O	O	O	B-LOC	O	O	O
vor	O	O	O	O	O	O	O
im	O	O	O	O	O	O	O
Wust	O	O	O	O	O	O	O
geschwebet	O	O	O	O	O	O	O
O	O	O	O	O	O	O	O
daß	O	O	O	O	O	O	O
ihr	O	O	O	O	O	O	O
Fleisch	O	O	O	O	O	O	O
fromb	O	O	O	O	O	O	O
rein	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
keusch	O	O	O	B-PER	O	O	O
Jn	O	O	O	O	O	O	O
Vnschuld	O	O	O	O	O	O	O
hätt	O	O	O	B-LOC	O	O	O
gelebet	O	O	O	O	O	O	O
!	O	O	O	O	O	O	O
							
Er	O	O	O	B-LOC	O	O	O
lehret	O	O	O	O	O	O	O
aber	O	O	O	O	O	O	O
zugleich	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
man	O	O	O	B-LOC	O	O	O
nicht	O	O	O	B-PER	O	O	O
nur	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
dem	O	O	O	B-PER	O	O	O
Munde	O	O	O	B-LOC	O	O	O
vnd	O	O	O	B-PER	O	O	O
mit	O	O	O	O	O	O	O
eusserlichen	O	O	O	B-LOC	O	O	O
Jnstrumenten	O	O	O	O	O	O	O
sondern	O	O	O	O	O	O	O
zuuorderst	O	O	O	B-PER	O	O	O
im	O	O	O	O	O	O	O
Hertzen	O	O	O	B-LOC	O	O	O
Gott	O	O	O	O	O	B-PER	O
loben	O	O	O	O	O	O	O
vnd	O	O	O	O	O	O	O
preisen	O	O	O	O	O	O	O
solle	O	O	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
Ist	O	O	O	B-LOC	O	O	O
doch	O	O	O	O	O	O	O
sein	O	O	O	B-PER	O	O	O
erbarmendes	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
jammerndes	O	O	O	O	O	O	O
Herz	O	O	O	B-LOC	O	O	O
abgebildet	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
unerschöpfflichtrostreichen	O	O	O	B-PER	O	O	O
Parabel	O	O	O	B-LOC	O	O	O
vom	O	O	O	O	O	O	O
verlohrnen	O	O	O	B-PER	O	O	O
Sohn	O	B-PER	O	B-LOC	O	O	O
als	O	O	O	B-PER	O	O	O
welches	O	O	O	O	O	O	O
ungerathene	O	O	O	O	O	O	O
Kind	O	O	O	B-LOC	O	O	O
sich	O	O	O	B-PER	O	O	O
nicht	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
geschwind	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
Weg	O	O	O	B-LOC	O	O	O
machen	O	O	O	B-PER	O	O	O
kunnte	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Vorsatz	O	O	O	O	O	O	O
seinem	O	O	O	B-PER	O	O	O
Vatter	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
Füssen	O	B-LOC	O	B-LOC	O	O	O
zu	O	O	O	B-PER	O	O	O
falten	O	O	O	O	O	O	O
und	O	O	O	B-LOC	O	O	O
das	O	O	O	O	O	O	O
begangene	O	O	O	O	O	O	O
Unrecht	O	O	O	O	O	O	O
zu	O	O	O	B-PER	O	O	O
bekennen	O	O	O	B-LOC	O	O	O
daß	O	O	O	B-PER	O	O	O
nicht	O	O	O	B-LOC	O	O	O
alsobalden	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Vatter	O	O	O	O	O	O	O
dabey	O	O	O	O	O	O	O
stündte	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Hasan	B-PER	O	O	B-PER	B-PER	B-PER	B-PER
Ein	O	O	O	O	O	O	O
vnbeschreibliche	O	O	O	O	O	O	O
Trübsal	O	O	O	O	O	O	O
ware	O	O	O	B-LOC	O	O	O
Anno	O	O	O	B-PER	O	O	O
1381	O	O	O	B-LOC	O	O	O
zu	O	O	O	O	O	O	O
Prag	B-LOC	B-LOC	O	O	B-LOC	B-LOC	B-LOC
daß	O	O	O	O	O	O	O
einmahl	O	O	O	B-PER	O	O	O
auff	O	O	O	B-LOC	O	O	O
einen	O	O	O	B-PER	O	O	O
Tag	O	O	O	O	O	O	O
tausend	O	O	O	B-LOC	O	O	O
einhundert	O	O	O	B-PER	O	O	O
vnd	O	O	O	O	O	O	O
sechzehen	O	O	O	B-LOC	O	O	O
Menschen	O	O	O	O	O	O	O
begraben	O	O	O	B-PER	O	O	O
worden	O	O	O	O	O	O	O
wie	O	O	O	B-LOC	O	O	O
Saban	B-PER	B-PER	B-LOC	O	B-PER	B-PER	B-PER
bezeuget	O	O	O	O	O	O	O
.	O	O	O	B-PER	O	O	O
							
Sie	O	O	O	B-LOC	O	O	O
verlachten	O	O	O	O	O	O	O
Christum	O	O	O	O	O	B-PER	O
als	O	O	O	B-PER	O	O	O
Er	O	O	O	B-LOC	O	O	O
sprach	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Wenn	O	O	O	B-PER	O	O	O
er	O	O	O	B-LOC	O	O	O
auch	O	O	O	B-PER	O	O	O
sonst	O	O	O	O	O	O	O
so	O	O	O	B-LOC	O	O	O
viel	O	O	O	O	O	O	O
verspielt	O	O	O	O	O	O	O
hätte	O	O	O	O	O	O	O
glaub	O	B-PER	O	B-PER	O	O	O
ich	O	O	O	O	O	O	O
nicht	O	O	O	B-LOC	O	O	O
daß	O	O	O	B-PER	O	O	O
er	O	O	O	O	O	O	O
sich	O	O	O	O	O	O	O
gar	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
Haar	O	O	O	O	O	O	O
würde	O	O	O	B-PER	O	O	O
ausgerissen	O	O	O	O	O	O	O
haben	O	O	O	B-LOC	O	O	O
allein	O	O	O	O	O	O	O
jetzt	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
er	O	O	O	O	O	O	O
gantz	O	O	O	O	O	O	O
ausser	O	O	O	B-PER	O	O	O
Æstimaverunt	O	O	O	B-LOC	O	O	O
lusum	O	O	O	O	O	O	O
esse	O	O	O	O	O	O	O
vitam	O	O	O	O	O	O	O
nostram	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
p	O	O	O	B-PER	O	O	O
260	O	O	O	B-LOC	O	O	O
als	O	O	O	O	O	O	O
meinen	O	O	O	B-PER	O	O	O
zeigen	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
c	O	O	O	B-LOC	O	O	O
14	O	O	O	O	O	O	O
v	O	O	O	O	O	O	O
5	O	O	O	O	O	O	O
Wann	O	O	O	O	O	O	O
du	O	O	O	B-PER	O	O	O
stirbst	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
das	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
verborgen	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
drum	O	O	O	B-PER	O	O	O
steh	O	O	O	O	O	O	O
immer	O	O	O	B-LOC	O	O	O
fort	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
Sorgen	O	B-LOC	O	O	O	O	O
.	O	O	O	O	O	O	O
							
(	O	O	O	B-LOC	O	O	O
Drumb	O	O	O	O	O	O	O
verlassen	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
uns	O	O	O	B-PER	O	O	O
wenn	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
für	O	O	O	B-LOC	O	O	O
Gott	O	O	O	O	O	B-PER	O
erscheinen	O	O	O	O	O	O	O
nicht	O	O	O	O	O	O	O
auff	O	B-PER	O	O	O	O	O
unsere	O	O	O	B-PER	O	O	O
Gerechtigkeit	O	O	O	B-LOC	O	O	O
sondern	O	O	O	O	O	O	O
auff	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Gerechtigkeit	O	O	O	O	O	O	O
Christi	O	B-PER	O	O	O	B-PER	O
die	O	O	O	O	O	O	O
für	O	O	O	B-PER	O	O	O
Gott	O	O	O	O	O	B-PER	O
gültig	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
nach	O	O	O	O	O	O	O
welchen	O	O	O	O	O	O	O
wir	O	O	O	B-PER	O	O	O
trachten	O	O	O	O	O	O	O
sollen	O	O	O	O	O	O	O
)	O	O	O	O	O	O	O
Er	O	O	O	B-LOC	O	O	O
berufft	O	O	O	O	O	O	O
sich	O	O	O	O	O	O	O
hierbey	O	B-PER	O	O	O	O	O
auff	O	I-PER	O	O	O	O	O
die	O	O	O	O	O	O	O
Schrifft	O	B-LOC	O	O	O	O	O
die	O	O	O	O	O	O	O
fast	O	O	O	B-PER	O	O	O
allenthalben	O	O	O	B-LOC	O	O	O
saget	O	B-PER	O	B-PER	O	O	O
daß	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
in	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
durch	O	O	O	B-PER	O	O	O
Aribert	B-PER	B-PER	O	B-LOC	B-PER	B-PER	O
Schüler	I-PER	O	O	B-PER	O	O	O
unser	O	O	O	O	O	O	O
Gebet	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
Danck	O	B-PER	O	O	O	B-PER	O
Opffer	O	I-PER	O	O	O	O	O
für	O	O	O	B-PER	O	O	O
Gott	O	O	O	B-LOC	O	B-PER	O
bringen	O	O	O	B-PER	O	O	O
sollen	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
Diese	O	O	O	B-LOC	O	O	O
Lust	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Herrn	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
wird	O	O	O	B-PER	O	O	O
bey	O	O	O	O	O	O	O
einer	O	O	O	O	O	O	O
gläubigen	O	O	O	B-LOC	O	O	O
Seele	O	O	O	B-PER	O	O	O
erwecket	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
theils	O	O	O	O	O	O	O
durch	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Betrachtung	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
herrlichen	O	O	O	O	O	O	O
Eigenschaften	O	O	O	O	O	O	O
des	O	O	O	B-PER	O	O	O
Herrn	O	O	O	O	O	O	O
Jesu	O	O	O	O	O	B-PER	O
,	O	O	O	B-LOC	O	O	O
theils	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
durch	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
genossene	O	O	O	O	O	O	O
grosse	O	O	O	O	O	O	O
Wohlthaten	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Ständen	O	O	O	B-LOC	O	O	O
hohen	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
niedern	O	O	O	B-PER	O	O	O
Personen	O	O	O	B-LOC	O	O	O
recht	O	O	O	O	O	O	O
nachdencklich	O	O	O	O	O	O	O
abgebildet	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
jedermann	O	O	O	O	O	O	O
zeiget	O	O	O	B-PER	O	O	O
daß	O	O	O	O	O	O	O
er	O	O	O	O	O	O	O
nirgend	O	O	O	B-LOC	O	O	O
vor	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Tod	O	O	O	O	O	O	O
sicher	O	O	O	O	O	O	O
sey	O	B-PER	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Dann	O	O	O	B-LOC	O	O	O
es	O	O	O	O	O	O	O
heist	O	O	O	O	O	O	O
:	O	O	O	B-PER	O	O	O
							
Die	O	O	O	B-LOC	O	O	O
eiserne	O	O	O	O	O	O	O
Register	O	O	O	O	O	O	O
Züge	O	O	O	O	O	O	O
hingegen	O	O	O	O	O	O	O
deuten	O	O	O	O	O	O	O
uns	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
Sünde	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
seine	O	O	O	B-LOC	O	O	O
aller	O	O	O	O	O	O	O
letzte	O	O	O	O	O	O	O
Wort	O	O	O	O	O	O	O
seynd	O	O	O	O	O	O	O
Y	O	B-LOC	O	O	O	O	O
2	O	I-LOC	O	O	O	O	O
gewest	O	O	O	O	O	O	O
wie	O	O	O	O	O	O	O
folgt	O	O	O	O	O	O	O
me	O	O	O	O	O	O	O
totum	O	O	O	O	O	O	O
censuræ	O	O	O	B-PER	O	O	O
Divinæ	O	O	O	B-LOC	O	O	O
submitto	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
ich	O	O	O	O	O	O	O
vnterwürffe	O	O	O	O	O	O	O
mich	O	O	O	O	O	O	O
gäntzlich	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Göttlichen	O	O	O	O	O	O	O
Urthl	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Solche	O	O	O	B-LOC	O	O	O
Mist	O	O	O	O	O	O	O
Fincken	O	O	O	O	O	B-PER	O
mögen	O	O	O	O	O	O	O
wol	O	O	O	B-PER	O	O	O
eines	O	O	O	O	O	O	O
Schnupptobacks	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
selbst	O	O	O	B-LOC	O	O	O
Erkändtnis	O	B-PER	O	O	O	O	O
sich	O	O	O	B-PER	O	O	O
bedienen	O	O	O	B-LOC	O	O	O
damit	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Unflath	O	B-LOC	O	O	O	O	O
aus	O	O	O	B-PER	O	O	O
ihren	O	O	O	O	O	O	O
Nasen	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Gehirn	O	O	O	B-LOC	O	O	O
gezogen	O	O	O	B-PER	O	O	O
werde	O	O	O	O	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Das	O	O	O	I-LOC	O	O	O
Unter	O	O	O	O	O	O	O
Manual	O	O	O	O	O	O	O
bestehet	O	O	O	B-PER	O	O	O
in	O	O	O	B-LOC	O	O	O
51	O	O	O	O	O	O	O
Clavibus	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
8	O	O	O	B-PER	O	O	O
Registern	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
dem	O	O	O	B-LOC	O	O	O
Positiv	O	O	O	O	O	O	O
gegen	O	O	O	B-PER	O	O	O
Morgen	O	O	O	B-LOC	O	O	O
als	O	O	O	B-PER	O	O	O
großgedeckt8	O	O	O	O	O	O	O
f	O	O	O	O	O	O	O
Krummhörner8	O	O	O	O	O	O	O
f	O	O	O	O	O	O	O
Principal4	O	O	O	B-LOC	O	O	O
f	O	O	O	B-PER	O	O	O
kleingedeckt4	O	O	O	O	O	O	O
f	O	O	O	O	O	O	O
Holquint3	O	O	O	B-LOC	O	O	O
f	O	O	O	B-PER	O	O	O
Octav2	O	O	O	B-LOC	O	O	O
f	O	O	O	B-PER	O	O	O
Spitzflöt2	O	O	O	O	O	O	O
f	O	O	O	O	O	O	O
Cymbeln	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Pars	O	B-PER	O	B-LOC	O	B-PER	O
III	O	I-PER	O	O	O	O	O
Auf	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O
Art	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Weise	O	O	O	B-LOC	O	O	O
aber	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
oder	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
was	O	O	O	O	O	O	O
vor	O	O	O	B-PER	O	O	O
Stimmen	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Instrumenten	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
solle	O	O	O	O	O	O	O
bey	O	O	O	B-PER	O	O	O
einem	O	O	O	O	O	O	O
wohleingerichtetem	O	O	O	O	O	O	O
Gesang	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
Kirchen	O	O	O	O	O	O	O
Music	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
das	O	O	O	O	O	O	O
Lob	O	O	O	O	O	O	O
Gottes	O	O	O	O	O	B-PER	O
also	O	O	O	O	O	O	O
lieblich	O	O	O	O	O	O	O
erschallen	O	O	O	B-PER	O	O	O
?	O	O	O	O	O	O	O
							
Deme	O	O	O	B-LOC	O	O	O
dann	O	O	O	O	O	O	O
beystimmet	O	O	O	B-PER	O	O	O
der	O	O	O	B-LOC	O	O	O
Heil	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Und	O	O	O	B-LOC	O	O	O
sein	O	O	O	B-PER	O	O	O
auserwähltes	O	O	O	O	O	O	O
Volck	O	O	O	O	O	O	O
nach	O	O	O	O	O	O	O
dem	O	O	O	B-LOC	O	O	O
Heiligtuhme	O	O	O	B-PER	O	O	O
wallet	O	O	O	B-LOC	O	O	O
;	O	O	O	B-PER	O	O	O
Da	O	O	O	O	O	O	O
sind	O	O	O	O	O	O	O
schöne	O	O	O	B-LOC	O	O	O
Gottesdienste	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
wo	O	O	O	B-PER	O	O	O
des	O	O	O	O	O	O	O
Frommen	O	O	O	B-LOC	O	O	O
Hertz	O	O	O	O	O	B-PER	O
bereit	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
Und	O	O	O	O	O	O	O
ein	O	O	O	B-PER	O	O	O
Lied	O	O	O	B-LOC	O	O	O
im	O	O	O	B-PER	O	O	O
höhern	O	O	O	O	O	O	O
Chor	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
nach	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
hohen	O	O	O	O	O	O	O
Himmel	O	O	O	O	O	O	O
schreyt	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Jm	O	B-PER	O	B-LOC	O	O	O
Hertzen	O	I-PER	O	O	O	O	O
aber	O	O	O	O	O	O	O
sollen	O	O	O	O	O	O	O
Christen	O	O	O	O	O	O	O
singen	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
spielen	O	O	O	B-LOC	O	O	O
daß	O	O	O	B-PER	O	O	O
sie	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
hertzlicher	O	O	O	O	O	O	O
Andacht	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
Aufmercksamkeit	O	O	O	B-LOC	O	O	O
mit	O	O	O	B-PER	O	O	O
rechtschaffenem	O	O	O	B-LOC	O	O	O
Ernst	O	B-PER	O	O	O	O	O
und	O	O	O	O	O	O	O
Eyfer	O	B-PER	O	O	O	O	O
ihre	O	O	O	B-PER	O	O	O
geistliche	O	O	O	B-LOC	O	O	O
Music	O	O	O	B-PER	O	O	O
halten	O	O	O	B-LOC	O	O	O
dermassen	O	O	O	B-PER	O	O	O
daß	O	O	O	O	O	O	O
sie	O	O	O	B-LOC	O	O	O
im	O	O	O	B-PER	O	O	O
Geist	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Wahrheit	O	O	O	O	O	O	O
vor	O	O	O	O	O	O	O
die	O	O	O	B-PER	O	O	O
Augen	O	O	O	O	O	O	O
des	O	O	O	O	O	O	O
Allwissenden	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Allsehenden	O	O	O	B-LOC	O	O	O
Gottes	O	O	O	O	O	O	O
tretten	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Heiligen	O	O	O	O	O	B-PER	O
Frederik	B-PER	O	O	O	B-PER	O	O
sagen	O	O	O	O	O	O	O
können	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Jm	O	O	O	B-PER	O	O	O
April	O	O	O	B-LOC	O	O	O
1747	O	O	O	B-PER	O	O	O
Gott	O	O	O	B-LOC	O	O	O
!	O	O	O	O	O	O	O
							
Des	O	O	O	B-PER	O	O	O
Menschen	O	O	O	B-LOC	O	O	O
Verstand	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Organist	O	O	O	O	O	O	O
der	O	O	O	B-PER	O	O	O
